dataset,n_digit,codebook_size,sid_quantizer,sent_emb_model,sent_emb_dim,sent_emb_pca,n_test_examples,n_unique_targets,examples_conflicted,examples_conflict_rate,examples_mean_conflicts_if_conflicted,examples_max_conflicts,unique_items_conflicted,unique_items_conflict_rate,unique_items_mean_conflicts_if_conflicted,unique_items_max_conflicts,examples_cluster_hist_counts,examples_cluster_hist_rate_all,examples_cluster_hist_rate_conflicted,unique_cluster_hist_counts,unique_cluster_hist_rate_all,unique_cluster_hist_rate_conflicted,worst_examples,skip_reason
AmazonReviews2014,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,1024,512,35598,12594,12085,0.3394853643463116,5.109474555233761,47,4051,0.3216611084643481,4.963959516168847,47,"1:23513,2:4562,3:1910,4:1191,5:717,6:397,7:328,8:274,9:488,10:198,11:208,12:242,13:51,14:175,15:142,16:153,17:29,18:93,19:211,20:199,21:180,22:17,25:64,27:117,32:42,36:47,48:50","1:0.660515,2:0.128153,3:0.053655,4:0.033457,5:0.020142,6:0.011152,7:0.009214,8:0.007697,9:0.013709,10:0.005562,11:0.005843,12:0.006798,13:0.001433,14:0.004916,15:0.003989,16:0.004298,17:0.000815,18:0.002613,19:0.005927,20:0.005590,21:0.005056,22:0.000478,25:0.001798,27:0.003287,32:0.001180,36:0.001320,48:0.001405","2:0.377493,3:0.158047,4:0.098552,5:0.059330,6:0.032851,7:0.027141,8:0.022673,9:0.040381,10:0.016384,11:0.017211,12:0.020025,13:0.004220,14:0.014481,15:0.011750,16:0.012660,17:0.002400,18:0.007695,19:0.017460,20:0.016467,21:0.014894,22:0.001407,25:0.005296,27:0.009681,32:0.003475,36:0.003889,48:0.004137","1:8543,2:1557,3:693,4:373,5:258,6:158,7:104,8:95,9:114,10:55,11:59,12:68,13:17,14:63,15:65,16:28,17:10,18:46,19:64,20:61,21:47,22:14,25:22,27:17,32:22,36:19,48:22","1:0.678339,2:0.123630,3:0.055026,4:0.029617,5:0.020486,6:0.012546,7:0.008258,8:0.007543,9:0.009052,10:0.004367,11:0.004685,12:0.005399,13:0.001350,14:0.005002,15:0.005161,16:0.002223,17:0.000794,18:0.003653,19:0.005082,20:0.004844,21:0.003732,22:0.001112,25:0.001747,27:0.001350,32:0.001747,36:0.001509,48:0.001747","2:0.384350,3:0.171069,4:0.092076,5:0.063688,6:0.039003,7:0.025673,8:0.023451,9:0.028141,10:0.013577,11:0.014564,12:0.016786,13:0.004196,14:0.015552,15:0.016045,16:0.006912,17:0.002469,18:0.011355,19:0.015799,20:0.015058,21:0.011602,22:0.003456,25:0.005431,27:0.004196,32:0.005431,36:0.004690,48:0.005431",B00004YVAJ:47;B00004YVBA:47;B00006IS69:47;B00009MKJ3:47;B0001P151W:47;B000687B4O:47;B0007QCO6K:47;B0007QCO8I:47;B0007QCO92:47;B0007QCOG0:47,
